"","MMRS11288076ST.27.0.0","MMRS11664448ST.27.0.0","MMRS11932626ST.27.0.0","MMRS12272136ST.27.0.0","MMRS14379078ST.27.0.0","MMRS14602194ST.27.0.0","MMRS15137911ST.27.0.0","MMRS16644320ST.27.0.0","MMRS17603756ST.27.0.0","MMRS17963147ST.27.0.0","MMRS18295921ST.27.0.0","MMRS20257302ST.27.0.0","MMRS21365932ST.27.0.0","MMRS24340226ST.27.0.0","MMRS25211151ST.27.0.0","MMRS25641480ST.27.0.0","MMRS29805707ST.27.0.0","MMRS31306426ST.27.0.0","MMRS32573774ST.27.0.0","MMRS33294861ST.27.0.0","MMRS34525504ST.27.0.0","MMRS34569532ST.27.0.0","MMRS35808664ST.27.0.0","MMRS36405092ST.27.0.0","MMRS38861560ST.27.0.0","MMRS38954404ST.27.0.0","MMRS39415781ST.27.0.0","MMRS39582183ST.27.0.0","MMRS40913371ST.27.0.0","MMRS41266697ST.27.0.0","MMRS41711735ST.27.0.0","MMRS42570301ST.27.0.0","MMRS42780924ST.27.0.0","MMRS43563715ST.27.0.0","MMRS43939546ST.27.0.0","MMRS44197125ST.27.0.0","MMRS44203591ST.27.0.0","MMRS44587603ST.27.0.0","MMRS47662059ST.27.0.0","MMRS47685461ST.27.0.0","MMRS48639115ST.27.0.0","MMRS51307502ST.27.0.0","MMRS51410669ST.27.0.0","MMRS51728985ST.27.0.0","MMRS51737257ST.27.0.0","MMRS54246132ST.27.0.0","MMRS54316675ST.27.0.0","MMRS55294627ST.27.0.0","MMRS56137463ST.27.0.0","MMRS57276462ST.27.0.0","MMRS57569834ST.27.0.0","MMRS59699117ST.27.0.0","MMRS61683006ST.27.0.0","MMRS62192467ST.27.0.0","MMRS62376181ST.27.0.0","MMRS62666492ST.27.0.0","MMRS64281211ST.27.0.0","MMRS64281551ST.27.0.0","MMRS65205033ST.27.0.0","MMRS65742083ST.27.0.0","MMRS65862658ST.27.0.0","MMRS65945127ST.27.0.0","MMRS66868025ST.27.0.0","MMRS67096717ST.27.0.0","MMRS67247116ST.27.0.0","MMRS67690541ST.27.0.0","MMRS68630931ST.27.0.0","MMRS68910755ST.27.0.0","MMRS71238091ST.27.0.0","MMRS71762412ST.27.0.0","MMRS72802364ST.27.0.0","MMRS72980899ST.27.0.0","MMRS73787048ST.27.0.0","MMRS77018926ST.27.0.0","MMRS77321055ST.27.0.0","MMRS77487595ST.27.0.0","MMRS78791111ST.27.0.0","MMRS79893829ST.27.0.0","MMRS80093644ST.27.0.0","MMRS81130264ST.27.0.0","MMRS81135225ST.27.0.0","MMRS81194191ST.27.0.0","MMRS81671217ST.27.0.0","MMRS84085284ST.27.0.0","MMRS84159866ST.27.0.0","MMRS84954772ST.27.0.0","MMRS85382779ST.27.0.0","MMRS85438660ST.27.0.0","MMRS85548821ST.27.0.0","MMRS86168210ST.27.0.0","MMRS86178473ST.27.0.0","MMRS86958796ST.27.0.0","MMRS87723283ST.27.0.0","MMRS88581325ST.27.0.0","MMRS90191266ST.27.0.0","MMRS91297590ST.27.0.0","MMRS92544445ST.27.0.0","MMRS92546335ST.27.0.0","MMRS92727331ST.27.0.0","MMRS93508324ST.27.0.0","MMRS93621581ST.27.0.0","MMRS94549160ST.27.0.0","MMRS95277876ST.27.0.0","MMRS95479054ST.27.0.0","MMRS95674036ST.27.0.0","MMRS96422329ST.27.0.0","MMRS97052561ST.27.0.0","MMRS97307143ST.27.0.0","MMRS97327636ST.27.0.0","MMRS99045180ST.27.0.0"
"Anaerotignum",0,0,0,0.085,3e-04,0,0,0,0.29184,0,0,0,0,0,0.3112,0,0,0.0359,0,0,0,0,0,0,0,0.00015,0,0,0.16066,0.776,0.41485,0.39674,0.21404,0.00322,0.30176,0,0.26983,0,0,0.68122,0.00315,0,0,0,0,0,0,0.32192,0,0,0.29259,0.10602,0.05302,0.32998,1.01498,0,0.47011,0,0,0,0.01966,0,0,0,0,0,0,0.32463,0.55376,0,0,2.00815,0.77434,0,0,0,0.0056,0.08239,0,0.18808,0.02139,0,0,0,0,0,0,1.66348,0.00551,0.0014,0,0.3409,0,0,0,0.13878,0,0,0.09598,0,0,0,0,0,0,0,0,0,0,0.35538
"Blautia",0.36645,0.14148,0.37243,0.55171,0.26151,0.73658,1.05092,0.41866,0.1999,1.0179,0.56223,0.48131,0.59735,3.49331,1.1723,2.85291,0.66494,3.97802,0.42252,0.63454,0.15027,0.27057,0.47522,2.26623,0.62827,1.59893,1.19653,0.1346,4.85481,1.50473,1.79343,5.49105,2.32229,1.52874,0.12615,2.10591,1.63141,0.45405,0.41385,8.40399,0.50389,0.072,0.49026,0,1.53968,0.23909,0.35083,0.9177,2.63134,0.9962,2.38803,1.73351,0.15642,9.34357,3.07299,0.27521,1.67496,0.22301,0.47764,0.05688,0.44902,15.43404,0.04279,0.5106,0.53882,0.37741,0.50861,1.34972,5.97163,0.89332,1.94753,1.04937,1.28677,0.2439,0.19004,0.14308,0.30179,0.24768,3.00194,1.28379,0.42741,0.67897,0.22277,0.95404,0.31877,0.4118,0.54502,1.12495,1.28466,0.14716,0.16996,1.09086,1.97139,0.61001,1.34413,3.14119,0.96652,0.00179,0.60462,0.79267,0.34069,0.26434,0.46047,0.47862,2.46979,0.35012,0.63002,0.03194,1.22302,1.15513
"Butyrivibrio",0,15.78659,0,0,0,0,0,0.00287,0,0,0,0.31801,0,0,0,0.00319,17.44636,0,0,0.00058,0,30.52508,0,0,13.23869,14.96856,0,9.23381,0,0,0,0,0.00223,0,0,0,0,0,0.17774,0,0,0.21915,7.59953,0,0,0,0.00067,0,0.00043,0,0,0,0,0,0.00031,0,0,0.00271,0,13.39679,0.00465,0.03416,0,0,0,9.64171,0,0,0,0.00031,0,0.00753,0,0,6e-04,33.13432,0,0,0,0.00136,0.00183,0,0,2e-04,14.68846,0,11.64571,0,0,0,0.00081,0,0.00092,1.14225,7.33614,0,0,0,0,0,1.5852,16.6587,0.7939,3.04676,0,0,0.00383,0,0,0
"Cellulosilyticum",0,0,0,0,0,0,0.00671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12748,0
"Coprococcus",0.18281,1.83956,1.23785,5.20556,0.4524,0.91652,1.09471,0.87093,0.34115,0.20203,0.65769,0.51823,0.01479,1.28213,0.23818,0,2.24675,0.00069,0.48453,0.36376,1.85478,1.53188,0.58967,1.02032,3.18793,0.6293,1.1989,3.41939,0.47888,0.65853,0,0,0.73393,0.00219,1.47746,0,0.01172,5.08729,0.50275,0,0.87307,0.29421,0.6562,0,0.65549,0.54512,3.09361,0.60768,0.24602,0.50726,0.74126,0.00039,0.61974,0,0.16966,11.82892,0,0.2939,4.22586,0.34545,6.98791,0.52031,0.37341,0.73573,0.16819,2.73147,0.68391,0.02164,0,0.67709,0.73162,0.00383,2.98387,0.24836,1.01269,0.54311,1.78995,0.32958,1.15515,0.46958,0.48249,0.51808,1.10362,0.10708,4.44793,0.60414,1.02923,0,0.58681,0.01919,0.89528,2.04139,0.99588,2.07485,12.27553,1.2883,0,0,0.45407,4.22938,4.31214,0.52491,5.58081,5.86947,0,0.71196,0.4102,7.04718,1.26774,1.11398
"Dorea",1.3785,0.83798,2.1583,1.41018,1.66033,0.60838,2.64712,1.13187,0.68717,0.26749,1.09195,3.48579,0.46235,0.97365,0.23519,1.81268,1.08026,0.38389,0.86552,0.61182,0.50246,0.84251,0.89901,0.94684,0.80844,1.06898,1.26507,2.70014,1.41427,0.62015,1.0871,1.37966,0.99642,1.4904,2.12486,0.12379,0.26409,0.78299,1.50087,1.78373,2.90107,0.20082,1.0941,0,0.6432,1.52941,1.25371,0.79437,1.35634,1.73065,0.6009,0.15487,1.0312,2.29387,2.28789,0.85121,0.37104,0.5314,0.46098,0.62739,0.89099,1.64376,0.10626,1.40987,0.85062,2.23708,0.8482,0.72096,1.57596,0.47717,3.15772,0.73465,7.58027,0.60932,1.53757,0.80117,1.50276,0.27425,1.45139,2.70779,0.79451,3.34712,1.5256,1.04106,1.11028,0.97342,0.85041,0,0.69727,0.12564,0.19074,1.08387,0.78637,1.54024,1.1799,0.79597,0.7471,0.71413,0.13357,1.23632,1.31168,0.68593,0.40237,1.99539,0.56286,0.60524,0.25286,0.36578,0.95661,0.85602
"Eisenbergiella",0.27158,0.00765,0.22249,0.01766,0.08366,0.07914,0.81834,0.00265,0,0.14434,0,0.48302,0.0345,0.38265,0.08345,0.16488,0,0.00859,0.01554,0.027,0.00571,0,0,0.02055,0.10124,0.02892,0.06319,0,0.25386,0.04586,0.01083,0.77111,0.01644,0.08369,0.07412,2.32602,0.86062,0.00145,0.00486,0.59011,0.0784,0.00428,0.00554,0,0.12335,9e-05,0,0.03761,0.05836,0.0089,0.12663,0.02289,0.00367,4.46946,0.25826,0.00369,0.70021,0.01661,0,0.07944,0.00195,1.01758,0,0.00109,0.12006,0.00741,0,0.06563,0.9194,1.05171,0.05502,0.0158,0.03383,0,0.06335,0.09339,0.03678,0.06667,0.227,0.00123,0.02175,0.09989,0,0.09048,0.00024,0.10653,0.00144,0,0.04881,0,1.08134,0.02868,0.02655,0,0,0.70009,1.04201,2.05867,0.84836,0.0211,0.00027,0.00073,0,0,0,0.0035,0.23367,0,0.09916,0.28765
"Enterocloster",0.11712,0.00223,0.05483,0.07293,0.03476,0.02035,1.77532,0.01078,1.86,0.09656,0.0045,0.72437,0.13392,0.14463,0.08051,0.08415,0.08931,1.34116,0.06857,0.01182,0.00176,0,0.00361,0.06133,0.02484,0.00301,0.18222,0,0.22937,0.145,0.89832,0.14434,0.07903,0.13375,0.12109,0.08323,0.29436,0.02067,0.00999,1.15576,0.025,0.01109,0.03172,0,0.09225,0,0,0.27104,0.08167,0,0.13254,0.84625,0.04595,1.30408,0.06697,0.00079,0.15135,0.00871,0.00201,0.0318,0.0661,29.64147,0.04136,0.01592,0.06649,0.00071,0.16693,0.29177,0.14076,1.47845,0.13808,1.06781,0.13414,0.01197,0.02395,0.00142,0.11075,0.00589,0.58115,0.36508,0.17223,0.39207,0.00109,0.39183,0,0.04309,0.01573,0.05068,0.51318,0,0.81519,0.15402,0.16515,0.00775,0.00049,0.19614,0.98329,1.91791,0.32182,0.01569,0.14686,0,0,0.00425,0.34898,0.05605,0.07086,0.04281,0.65014,0.60334
"Faecalicatena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834,0
"Fusicatenibacter",0.55204,0.58601,2.32537,0.77856,2.12235,1.25524,0.24849,1.00581,0.32076,0.39662,0.34577,0.61041,0.29021,0,2.75469,3.95459,1.75011,0.12657,1.39664,2.37808,0.30184,1.26952,0.1807,1.27569,1.078,2.10672,0.96104,1.49549,0,0.01112,0.47729,0.24993,0.19571,0.49689,2.0695,1.34155,0.01128,2.0604,0.75023,0,3.62641,0.24874,1.46697,0,0.53476,1.20867,0.47838,0.18918,0.60845,0.69994,0,0,0.8917,0,1.40407,0.12632,0.03845,0.57074,0.28536,0.00822,1.13171,0,2.48641,1.41094,0.95438,0.82836,0.53376,3.83287,0.50539,0.32735,0.83449,0,4.76113,1.23679,1.31938,1.10657,2.59406,0.49012,0.75534,1.36664,1.42067,0.42484,1.67129,1.16973,2.16198,0.41674,0.99443,0,1.07762,1.65282,1.20139,1.71445,0,1.2274,1.69848,0.98128,0.20955,0.01351,1.48786,0.82319,1.34831,1.35373,1.60452,2.15534,0,1.056,0.60307,1.92886,0,1.26149
"Lachnoclostridium",0.01432,0,0.00073,0.01246,0,0.12284,0.06882,0,0.06057,0.03956,0,0.06224,0.1128,0.03842,0.04332,0.08124,0.0241,0.00691,0.01043,0.00147,0.00073,0,0,0.0143,0.05706,0.00057,0.19075,0,0.00067,0.0113,0.13637,0.04908,0.00056,0.04536,0.262,0.13101,0.43171,0.00083,0,0.08315,0,0.07504,0,0,0.01077,0,0.00878,0.09915,0.05186,0,0.01961,0.11603,0.00751,1.48717,0.06268,0,0.39385,0,0.01645,0,0.00199,3.15132,0,0.02179,0.00519,0,0,0.20358,0.05738,0,0.06134,0.17172,0.04239,0,0.00513,0.02716,0.01684,0.01398,0.62792,0,0.0173,0.17294,0,0.10507,0,0.00132,0.00354,0.18568,0.01527,0,0.08428,0.12507,0.01603,0.00374,0.00317,0.01161,0.06819,0.24336,0.00814,0,0.00465,0,0,0.00538,0,0.04658,0.02206,0.007,0.37859,0.01692
"Lachnospira",15.30318,1.7746,0.66605,5.47608,4.7683,3.40888,0.01316,1.10543,0.63186,2.59402,0.82249,1.40613,10.98467,0,8.9235,3.53511,7.40334,0.02474,1.60792,1.5652,3.44669,1.32128,0.00386,1.48794,0.59339,0.8607,13.20097,2.80988,0,5.60429,0.00184,0,0.37475,4.18374,12.72541,0.07476,0.00783,1.51013,2.93265,0,2.79443,1.67288,3.36951,0,2.70728,1.06904,1.58282,0.2962,6.70702,8.4381,0,0.00511,3.15085,0.001,13.49859,2.26673,0,1.90405,5.49543,1.44207,7.38891,0.21173,0.37391,0,3.2279,2.30932,10.0064,0.00206,0,2.71333,0.00373,0.00475,3.26265,0.04333,2.5329,4.38105,11.93102,2.41605,0.05045,0.00025,0.32587,0,1.68569,1.27257,1.6555,1.71034,4.6349,0,2.39197,0.11071,4.76863,0.02448,1.32732,0.44694,0.04542,0,1.69952,0.8845,0.01469,0.52368,1.02811,15.67394,10.002,5.58783,0,2.90639,1.38994,1.37581,0,0
"Lacrimispora",0,0,0.01516,0,0,0,0,0,0,0.01866,0,0,0,0.0204,0.04831,0.00125,0,0.00551,0,0.00216,0,0,0,0.00063,0,0,0,0,0.37338,0,0,0,0.00328,0,0,0,0,0,0,1.05701,0,0,0,0,0,0,0,0.00526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0.00201,0.06296,0.01392,0.5298,0,0,0,0,0.02147,0,0,0,7.73252,0,0,0.03803,0.1276,0,0,0.05065,0.0288,0,0,0.04185,0,0,0,0,0,0,0,0,0.00257,0,0.11726
"Mediterraneibacter",0.31183,0.50705,1.30313,4.4911,1.35863,2.49161,1.88797,1.50861,0.52048,2.43732,3.56365,0.33958,0.39976,1.06005,4.95453,0.51858,3.73148,0.85174,3.46836,2.71108,1.77028,1.38027,0.36986,0.938,1.60635,2.19728,0.21617,2.2605,0.36903,0.97361,0.67077,1.0821,6.10698,1.22621,5.5218,0.18049,2.7095,1.51729,2.69943,4.88741,2.43184,0.21557,1.75405,0,0.88026,3.31282,2.04785,1.20787,8.77354,1.79741,2.71803,0.07733,0.35397,2.33639,1.63834,0.51641,0.18421,1.34522,1.46075,1.02277,1.44716,7.71755,0.54899,2.87566,0.43009,1.4624,2.98415,4.4052,1.12244,0.29964,7.64764,6.50446,1.87264,1.49225,1.79162,0.05997,0.21222,0.44459,4.07706,2.57033,2.05329,2.2386,9.50257,0.48473,4.1574,1.95956,1.82958,9.53634,0.34942,0.1528,0.47993,2.1867,1.90753,7.17208,1.40745,3.03596,0.06084,0.02874,0.65402,5.91478,3.4017,0.29545,0.33553,2.10727,1.87288,0.78176,0.75219,0.57411,9.29318,0.71225
"Murimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.00342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oribacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0,0.02105,0.00201,0,0,0,0.00269,0.00767,0.00064,0,0,0,0,0,0,0,0,0,0,0.00701,0,0,0,0,0,0,0,0,0,0.00596,0,0,0,0,0,0.00014,0,0,0.01071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01942,0,0,0,0,0
"Roseburia",11.65048,10.80074,14.17275,4.70262,1.043,9.36937,1.20877,7.58424,4.55582,4.58386,4.48019,0.73141,9.02934,9.64864,3.63919,2.48268,3.57053,0.16093,1.5536,9.19715,1.61649,1.90702,6.23649,25.41563,4.37749,1.2903,4.58263,2.27604,3.89372,1.56976,0.00024,7.069,0.45985,4.68853,0.67508,0.99014,0.05787,2.14052,3.20737,0.04457,1.58952,7.66704,2.86747,0,7.04718,5.43893,3.59657,2.84183,0.55792,4.61044,0.3226,5.77974,0.99364,0,3.04715,5.09663,0.00045,0.71288,7.35936,4.01437,3.66825,22.30556,4.23016,0.67754,7.93852,12.56977,6.99758,0.54668,6.78398,3.35412,2.25685,0.33455,10.72677,2.90535,5.06936,0.58388,1.9074,0.61422,0.21706,2.5984,1.17544,1.81534,22.49132,0.36202,2.35822,8.20008,7.10606,0,1.35176,2.11673,14.16307,7.114,11.98484,1.30835,3.04783,6.25864,2.22501,0.01047,1.85826,1.55972,3.12277,4.82079,1.28758,10.0189,0.07377,6.85213,2.55666,4.33854,4.05296,3.78916
"Sellimonas",0,0,0,0,0,0,0.00227,0.04536,0,0.02476,0,0,0.00075,0.04735,0.0125,0.21742,0,0,0,0,0,0,0,0.00073,0.16322,0,0.02207,0,0.12683,0,0,0.08983,0,0.09165,0,0.49162,0,0,0,0.00884,0,0,0,0,0.00464,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0.05395,0,0,0.12835,0,0,0.0494,0,0.01909,0,0.13163,0,0,0.09664,0,0,0.00667,0,0.10184,0,0.16761,0.00808,0,0,0,0,0,0,0,0,0,0,0.67246,0,0.06646,0,0,0.10509,0.0199,0,0.01594,0,0,0,0,0,0.00526,0.01241,0,0,0,0
"Shuttleworthia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stomatobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyzzerella",0,0,0.00056,0,0,0,0,0,0,0.00553,0,0.01257,0,0,0.00739,0,0,0,0,0,0,0,0,0,0.00793,0.00074,0,0,0,0.1028,0.01732,0,0.00026,0,0,0,0,0,0,0.07552,0,0,0.00216,0,0,0,0,0,0,0,0,0.01306,0.00474,0,0.00302,0,0,0,0,0,0,0.08856,0,0.00538,0,0,0,0,0,0,0.17706,0,0,0,0,0,0,0.0023,0,0,0,0.07127,0,0,0,0,0.00029,0,0.07616,0,0,0,0.00629,0,0,0,0,0,0,0,0,0,0,0,0.07582,0,0,0,0.00338,0.00094
"Agathobaculum",0.15952,0.1441,0.27255,0.08405,0.0752,0.37778,0.00423,0.18807,0.0749,0.05608,0.07033,0.44333,0.39528,0,0.15007,0,0.1058,0.01652,0.27203,0.54438,0.23945,0.08196,0.10975,0.38413,0.13769,0.19644,0.35573,0.11483,0.27814,0.00199,0.02448,0.3214,0.2165,0.57922,0.43779,0.00313,0.18495,0.41205,0.20509,0,0.10991,1.83835,0.34358,0,0.14609,0.10685,0.15611,0.04625,0.11265,0.13968,0.13817,0.52237,0.06423,0,0.41827,0.1574,0,0.0889,0.22881,0.03214,0.34948,0.45947,0.96387,0.08878,0.57147,0.14484,0.24823,0.15486,0.29719,0.25161,0.0906,0.12946,0.12746,0.56054,0.12167,0.11703,0.15155,0.08163,0,0.64744,0.10422,0.3746,0.04481,0.0445,0.13645,0.16423,0.15199,0,0.15116,0.30184,0.15816,0.27583,0.33868,0.25631,0.31704,0.14511,0.13428,0,0.54435,0.07112,0.13262,0.01772,0.14849,0.25217,0.2666,0.279,0.04848,0.86045,0,0.18932
"Anaerofilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02659,0,0,0,0,0,0,0,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05507,0.00049
"Anaeromassilibacillus",0,0,0.02841,0,0,0.06245,0,0,0,0.01966,0.00045,0,0,0,0.021,0.02581,0,0,0,0.00789,0,0.00056,0,0,0.05,0.00015,0,0.0662,0.0134,0,0,0.12066,0,0.06927,0,0.05905,0,0,0,0.08764,0,0.01484,0.01542,0,0,0,0.01877,0.34223,0,0,0.04497,0,0,0,0,0,0,0,0,0,0,0.04957,0.02087,0.01367,0.01226,0,0.00101,0.00635,0.1605,0,0,0.00469,0.23624,0,0.00521,0,0,0,0,0,0.00052,0,0,0.04038,0.04276,0,0.00279,0,0.0903,0,0.06043,0.04462,0.10826,0.03337,0.02438,0,0.007,0,0,0.00175,0,0.02049,0.05804,0,0,0.02982,0.01905,0,0.18649,0
